Lines,Lon,VehicleNumber,Time,Lat
527,21.047505,3441,2024-02-13 19:30:01,52.2645055
527,21.047505,3441,2024-02-13 19:29:25,52.2645055
527,21.0461393,3441,2024-02-13 19:24:39,52.2644328
527,21.046187,3441,2024-02-13 19:20:36,52.264146
527,21.0461125,3441,2024-02-13 19:25:24,52.2644533
527,21.0460958,3441,2024-02-13 19:25:58,52.2644643
527,21.0461038,3441,2024-02-13 19:25:46,52.264457
527,21.046173,3441,2024-02-13 19:20:21,52.264215
527,21.046098,3441,2024-02-13 19:26:15,52.2644656
527,21.0455038,3441,2024-02-13 19:26:54,52.2651545
527,21.0475058,3441,2024-02-13 19:29:14,52.2645236
527,21.0463865,3441,2024-02-13 19:21:38,52.2644048
527,21.0463846,3441,2024-02-13 19:21:44,52.2644328
527,21.046145,3441,2024-02-13 19:24:11,52.2644091
527,21.0452644,3441,2024-02-13 19:26:43,52.2646106
527,21.0464383,3441,2024-02-13 19:21:04,52.2643058
527,21.0463931,3441,2024-02-13 19:20:51,52.2641823
527,21.0460995,3441,2024-02-13 19:26:09,52.2644641
527,21.0461901,3441,2024-02-13 19:21:21,52.2645403
527,21.0460063,3441,2024-02-13 19:23:36,52.2644326
527,21.0461243,3441,2024-02-13 19:24:51,52.2644461
527,21.0475226,3441,2024-02-13 19:28:06,52.2644871
527,21.0475335,3441,2024-02-13 19:28:53,52.264515
527,21.0462583,3441,2024-02-13 19:21:16,52.264485
527,21.0475343,3441,2024-02-13 19:28:18,52.2644711
527,21.0474768,3441,2024-02-13 19:27:36,52.2645401
527,21.0464333,3441,2024-02-13 19:22:52,52.2644281
527,21.046107,3441,2024-02-13 19:25:36,52.2644576
527,21.0461163,3441,2024-02-13 19:25:07,52.2644516
527,21.0475425,3441,2024-02-13 19:28:42,52.264506
527,21.0461273,3441,2024-02-13 19:24:05,52.2644128
527,21.0460656,3441,2024-02-13 19:23:42,52.2644108
527,21.0463793,3441,2024-02-13 19:23:04,52.2642823
527,21.0474756,3441,2024-02-13 19:27:30,52.264562
527,21.0465763,3441,2024-02-13 19:22:31,52.2645105
