Lines,Lon,VehicleNumber,Time,Lat
187,20.921798,2205,2024-02-13 20:09:33,52.196951
187,20.901459,2205,2024-02-13 19:29:40,52.199501
187,20.8687184,2205,2024-02-13 19:42:20,52.1945762
187,20.8690724,2205,2024-02-13 19:42:10,52.1946596
187,20.9140647,2205,2024-02-13 19:24:42,52.1998572
187,20.921649,2205,2024-02-13 20:45:59,52.196366
187,20.921651,2205,2024-02-13 20:34:57,52.196365
187,20.9272559,2205,2024-02-13 19:20:43,52.1961866
187,20.921663,2205,2024-02-13 20:27:16,52.196348
187,20.921683,2205,2024-02-13 20:18:14,52.196338
187,20.9126922,2205,2024-02-13 19:25:27,52.1982604
187,20.921676,2205,2024-02-13 20:30:16,52.196359
187,20.921666,2205,2024-02-13 20:32:57,52.196359
187,20.8950111,2205,2024-02-13 19:33:12,52.1930877
187,20.921676,2205,2024-02-13 20:29:56,52.196359
187,20.921818,2205,2024-02-13 20:05:38,52.196918
187,20.8719724,2205,2024-02-13 19:41:32,52.1950524
187,20.921649,2205,2024-02-13 20:43:18,52.196365
187,20.9218079,2205,2024-02-13 20:05:04,52.1969067
187,20.9218272,2205,2024-02-13 20:07:06,52.1969414
187,20.9199622,2205,2024-02-13 20:11:23,52.1975122
187,20.9101731,2205,2024-02-13 19:26:03,52.1953945
187,20.8824481,2205,2024-02-13 19:39:03,52.1964122
187,20.8625297,2205,2024-02-13 19:47:32,52.1902539
187,20.9000677,2205,2024-02-13 19:30:41,52.1992134
187,20.8999614,2205,2024-02-13 19:31:06,52.1991259
187,20.9197925,2205,2024-02-13 20:13:42,52.1975279
187,20.9217695,2205,2024-02-13 20:02:57,52.1969049
187,20.921653,2205,2024-02-13 20:35:57,52.196366
187,20.9111904,2205,2024-02-13 19:25:47,52.196551
187,20.921651,2205,2024-02-13 20:44:59,52.196365
187,20.921665,2205,2024-02-13 20:23:15,52.196343
187,20.9217555,2205,2024-02-13 20:16:06,52.1963564
187,20.919819,2205,2024-02-13 20:13:08,52.197578
187,20.8923739,2205,2024-02-13 19:34:21,52.19332
187,20.921663,2205,2024-02-13 20:24:15,52.196346
187,20.9209844,2205,2024-02-13 20:15:30,52.196186
187,20.8612237,2205,2024-02-13 19:45:38,52.1916604
187,20.9233351,2205,2024-02-13 20:01:22,52.1965735
187,20.863594,2205,2024-02-13 19:50:53,52.193161
187,20.9228807,2205,2024-02-13 20:01:52,52.1965877
187,20.9199399,2205,2024-02-13 20:10:39,52.1973939
187,20.920002,2205,2024-02-13 20:12:10,52.197678
187,20.9217969,2205,2024-02-13 20:03:48,52.1969117
187,20.9281292,2205,2024-02-13 19:20:33,52.1961224
187,20.9218234,2205,2024-02-13 20:05:28,52.1969187
187,20.921663,2205,2024-02-13 20:26:16,52.196348
187,20.921669,2205,2024-02-13 20:28:36,52.196353
187,20.921683,2205,2024-02-13 20:17:54,52.196338
187,20.921683,2205,2024-02-13 20:19:15,52.196338
187,20.9197417,2205,2024-02-13 20:13:19,52.1975225
187,20.8855559,2205,2024-02-13 19:36:24,52.1952819
187,20.8625355,2205,2024-02-13 19:46:37,52.1902152
187,20.921683,2205,2024-02-13 20:19:35,52.196338
187,20.8894854,2205,2024-02-13 19:35:06,52.1942062
187,20.9218367,2205,2024-02-13 20:07:39,52.1969439
187,20.9218399,2205,2024-02-13 20:09:08,52.1969562
187,20.921669,2205,2024-02-13 20:20:55,52.196334
187,20.8667772,2205,2024-02-13 19:43:09,52.1968201
187,20.9101506,2205,2024-02-13 19:26:24,52.195344
187,20.8625332,2205,2024-02-13 19:48:15,52.1902629
187,20.921649,2205,2024-02-13 20:42:58,52.196365
187,20.921801,2205,2024-02-13 20:05:48,52.196922
187,20.921669,2205,2024-02-13 20:29:16,52.196353
187,20.860912,2205,2024-02-13 19:50:28,52.192257
187,20.8625309,2205,2024-02-13 19:48:09,52.190262
187,20.8609172,2205,2024-02-13 19:44:27,52.1942917
187,20.86734,2205,2024-02-13 19:51:26,52.193722
187,20.8625351,2205,2024-02-13 19:46:49,52.1902307
187,20.921669,2205,2024-02-13 20:21:35,52.196334
187,20.8807126,2205,2024-02-13 19:39:48,52.1961672
187,20.909975,2205,2024-02-13 19:26:54,52.1951664
187,20.8625369,2205,2024-02-13 19:47:10,52.1902499
187,20.921663,2205,2024-02-13 20:27:36,52.196348
187,20.921663,2205,2024-02-13 20:25:15,52.196346
187,20.9001027,2205,2024-02-13 19:30:51,52.1991987
187,20.921656,2205,2024-02-13 20:39:18,52.196368
187,20.901455,2205,2024-02-13 19:29:10,52.199493
187,20.9217752,2205,2024-02-13 20:06:27,52.1969306
187,20.920002,2205,2024-02-13 20:11:59,52.197655
187,20.862582,2205,2024-02-13 19:46:25,52.1902195
187,20.8820144,2205,2024-02-13 19:39:25,52.196335
187,20.8834657,2205,2024-02-13 19:36:56,52.1961084
187,20.9247357,2205,2024-02-13 19:21:38,52.1967125
