Lines,Lon,VehicleNumber,Time,Lat
525,21.0539864,7828,2024-02-13 20:09:33,52.2262489
525,21.0153209,7828,2024-02-13 19:29:41,52.2239361
525,21.0037229,7828,2024-02-13 19:42:23,52.229631
525,21.0037149,7828,2024-02-13 19:42:12,52.2296479
525,21.0202027,7828,2024-02-13 19:24:42,52.2182114
525,21.164018,7828,2024-02-13 20:57:20,52.2187672
525,21.1910134,7828,2024-02-13 20:51:18,52.2073247
525,21.1969069,7828,2024-02-13 20:34:59,52.2079762
525,21.04968,7828,2024-02-13 19:20:43,52.2255629
525,21.1627001,7828,2024-02-13 20:27:17,52.2222136
525,21.1012762,7828,2024-02-13 20:18:33,52.2342045
525,21.0161396,7828,2024-02-13 19:25:29,52.2174377
525,21.1686964,7828,2024-02-13 20:30:19,52.2105549
525,21.1843115,7828,2024-02-13 20:33:07,52.2067895
525,21.0089822,7828,2024-02-13 19:33:14,52.2293609
525,21.1669242,7828,2024-02-13 20:30:08,52.2111664
525,21.0205234,7828,2024-02-13 20:05:38,52.2180695
525,21.0036681,7828,2024-02-13 19:41:33,52.2298717
525,21.1966334,7828,2024-02-13 20:43:36,52.2082796
525,21.0194597,7828,2024-02-13 20:05:05,52.2178066
525,21.0313876,7828,2024-02-13 20:07:07,52.2207429
525,21.0651739,7828,2024-02-13 20:11:24,52.2290916
525,21.0154612,7828,2024-02-13 19:26:03,52.2182229
525,21.0034091,7828,2024-02-13 19:39:04,52.229879
525,21.0038002,7828,2024-02-13 19:47:35,52.2294599
525,21.01346,7828,2024-02-13 19:30:47,52.2270856
525,21.013063,7828,2024-02-13 19:31:11,52.2277257
525,21.1857282,7828,2024-02-13 20:51:52,52.2068837
525,21.0762997,7828,2024-02-13 20:13:42,52.2333797
525,21.0155921,7828,2024-02-13 20:03:02,52.2202875
525,21.1966219,7828,2024-02-13 20:36:17,52.2082622
525,21.0154654,7828,2024-02-13 19:25:51,52.2181909
525,21.196609,7828,2024-02-13 20:45:19,52.2082746
525,21.1407084,7828,2024-02-13 20:23:24,52.2281479
525,21.1721544,7828,2024-02-13 20:54:51,52.2092187
525,21.1912566,7828,2024-02-13 20:51:07,52.2073727
525,21.0957399,7828,2024-02-13 20:16:41,52.2348412
525,21.0750911,7828,2024-02-13 20:13:09,52.2327149
525,21.0059399,7828,2024-02-13 19:34:23,52.2287684
525,21.1513231,7828,2024-02-13 20:24:30,52.2261824
525,21.0883109,7828,2024-02-13 20:15:32,52.2359447
