Lines,Lon,VehicleNumber,Time,Lat
255,20.9649932,4331,2024-02-13 20:09:33,52.2285482
255,20.9428076,4331,2024-02-13 19:29:40,52.224123
255,20.9310109,4331,2024-02-13 19:42:23,52.225319
255,20.9310157,4331,2024-02-13 19:42:12,52.2253282
255,20.9534674,4331,2024-02-13 19:24:42,52.227877
255,20.9517547,4331,2024-02-13 20:57:22,52.2272474
255,20.9342955,4331,2024-02-13 20:51:18,52.2244971
255,20.9310282,4331,2024-02-13 20:34:59,52.2253032
255,20.9688094,4331,2024-02-13 19:20:43,52.22891
255,20.9310934,4331,2024-02-13 20:27:18,52.2252056
255,20.9359211,4331,2024-02-13 20:18:33,52.2219699
255,20.9525908,4331,2024-02-13 19:25:25,52.2276616
255,20.9310107,4331,2024-02-13 20:30:19,52.2253007
255,20.9310292,4331,2024-02-13 20:33:07,52.2253151
255,20.9310152,4331,2024-02-13 19:33:15,52.221464
255,20.9310182,4331,2024-02-13 20:30:09,52.225299
255,20.9840229,4331,2024-02-13 20:05:37,52.2305497
255,20.9310392,4331,2024-02-13 19:41:33,52.2253601
255,20.9310181,4331,2024-02-13 20:43:36,52.2253059
255,20.9843459,4331,2024-02-13 20:05:04,52.2306424
255,20.9797907,4331,2024-02-13 20:07:06,52.2297302
255,20.955558,4331,2024-02-13 20:11:19,52.227942
255,20.9525906,4331,2024-02-13 19:26:03,52.2276628
255,20.9310112,4331,2024-02-13 19:39:04,52.2253289
255,20.9310272,4331,2024-02-13 19:47:35,52.2253207
255,20.9385266,4331,2024-02-13 19:30:47,52.2227376
255,20.9379024,4331,2024-02-13 19:31:10,52.2225846
255,20.9362423,4331,2024-02-13 20:51:48,52.2247525
255,20.951272,4331,2024-02-13 20:13:38,52.2264335
255,20.980549,4331,2024-02-13 20:03:02,52.2294169
255,20.93103,4331,2024-02-13 20:36:18,52.2253156
255,20.9525868,4331,2024-02-13 19:25:46,52.2276669
255,20.9310277,4331,2024-02-13 20:45:19,52.2253134
255,20.9310584,4331,2024-02-13 20:23:24,52.2251769
255,20.943765,4331,2024-02-13 20:54:51,52.2242791
255,20.9322631,4331,2024-02-13 20:51:08,52.2239099
255,20.9412484,4331,2024-02-13 20:16:41,52.2235462
255,20.9516668,4331,2024-02-13 20:13:05,52.2271473
255,20.9302035,4331,2024-02-13 19:34:22,52.2229996
255,20.9310825,4331,2024-02-13 20:24:30,52.2251789
255,20.9458052,4331,2024-02-13 20:15:32,52.2250052
255,20.9310137,4331,2024-02-13 19:45:37,52.225333
